Carrier_id,Carrier,Carrier classification,Cargo
3053,lagopus lagopus,Aves,['trichostrongylus tenuis']
3054,lagopus lagopus scotica,Domestic,['trichostrongylus tenuis']
3055,lagopus muta,Aves,"['leucocytozoon lovati', 'fowlpox virus']"
3056,lagorchestes conspicillatus,Mammal,['progamotaenia festiva']
3057,lagothrix lagotricha,Primate,"['hepatitis b virus', 'gibbon ape leukemia virus', 'entamoeba hartmanni', 'trypanoxyuris atelis', 'cryptosporidium parvum']"
3058,lagurus lagurus,Rodent,['tula virus']
3059,lama glama,Domestic,"['chorioptes bovis', 'toxoplasma gondii', 'bovine viral diarrhea virus 1', 'deinococcus proteolyticus', 'cowpox virus', 'pseudobutyrivibrio ruminis', 'cryptosporidium parvum', 'enterocytozoon bieneusi', 'coccidioides posadasii', 'rabies virus']"
3060,lama guanicoe,Mammal,"['amblyomma parvitarsum', 'rotavirus a']"
3061,lama pacos,Domestic,"['borna disease virus', 'bovine viral diarrhea virus 1', 'listeria monocytogenes', 'giardia intestinalis', 'cryptosporidium parvum', 'betacoronavirus 1', 'avian coronavirus', 'echinococcus granulosus']"
3062,lamellodysidea chlorea,Porifera,['oscillatoria spongeliae']
3063,lamellodysidea herbacea,Porifera,['oscillatoria spongeliae']
3064,laminaria digitata,Other Plant,['bacillus pumilus']
3065,lamiopsis temminckii,Fish,"['nybelinia africana', 'sanguilevator yearsleyi', 'pseudotobothrium arii']"
3066,lamium amplexicaule,Higher Plants,['potato virus y']
3067,lampropeltis getula,Reptile,['cryptosporidium serpentis']
3068,lampropeltis triangulum,Reptile,['cryptosporidium serpentis']
3069,lampsilis hydiana,Mollusca,['unionicola abnormipes']
3070,lanius collurio,Aves,['haemoproteus lanii']
3071,lanius isabellinus,Aves,['escherichia vulneris']
3072,lanius nubicus,Aves,['haemoproteus lanii']
3073,lanius schach,Aves,['influenza a virus']
3074,lansium domesticum,Higher Plants,['gluconobacter thailandicus']
3075,lantana camara,Higher Plants,"['bacillus megaterium', 'cronobacter sakazakii', 'frankliniella occidentalis', 'klebsiella oxytoca', 'aphelenchoides fragariae', 'bacillus amyloliquefaciens', 'acinetobacter calcoaceticus', 'bacillus cereus', 'colletotrichum gloeosporioides', 'bemisia tabaci']"
3076,laodelphax striatellus,Arthropod,"['elenchus japonicus', 'wolbachia pipientis', 'rice stripe virus', 'himetobi p virus']"
3077,lapemis hardwickii,Reptile,['blastocystis lapemi']
3078,larimichthys crocea,Fish,"['bacillus pumilus', 'bacillus licheniformis', 'bacillus subtilis', 'vibrio harveyi', 'pseudomonas putida', 'pseudomonas plecoglossicida', 'achromobacter xylosoxidans', 'pseudomonas stutzeri', 'infectious spleen and kidney necrosis virus', 'listonella anguillarum', 'pseudomonas aeruginosa']"
3079,larix decidua,Higher Plants,['zeiraphera diniana']
3080,larix sibirica,Higher Plants,"['larinematus imperfectus', 'anoplonyx apicalis', 'pristiphora erichsonii', 'pristiphora bufo']"
3081,larrea tridentata,Higher Plants,['phoma herbarum']
3082,larus argentatus,Aves,"['escherichia coli', 'sternostoma boydi', 'saemundssonia lari', 'giardia intestinalis', 'diplostomum spathaceum', 'diplostomum huronense', 'influenza a virus', 'tetrabothrius erostris', 'proteus mirabilis']"
3083,larus atricilla,Aves,['influenza a virus']
3084,larus brunnicephalus,Aves,['influenza a virus']
3085,larus cachinnans,Aves,"['babesia bennetti', 'diplostomum spathaceum', 'alloptes obtusolobus']"
3086,larus californicus,Aves,['influenza a virus']
3087,larus canus,Aves,['influenza a virus']
3088,larus cirrocephalus,Aves,"['saemundssonia lari', 'quadraceps punctatus']"
3089,larus delawarensis,Aves,"['escherichia coli', 'austrobilharzia variglandis', 'diplostomum huronense', 'ornithobilharzia canaliculata', 'influenza a virus']"
3090,larus dominicanus,Aves,"['cryptosporidium parvum', 'influenza a virus', 'saemundssonia lari', 'quadraceps punctatus']"
3091,larus fuscus,Aves,"['zachvatkinia larica', 'saemundssonia lari']"
3092,larus glaucescens,Aves,"['influenza a virus', 'avian coronavirus']"
3093,larus hyperboreus,Aves,['influenza a virus']
3094,larus ichthyaetus,Aves,['influenza a virus']
3095,larus marinus,Aves,['influenza a virus']
3096,larus melanocephalus,Aves,['influenza a virus']
3097,larus michahellis,Aves,['influenza a virus']
3098,larus mongolicus,Aves,['influenza a virus']
3099,larus novaehollandiae,Aves,['influenza a virus']
3100,larus pipixcan,Aves,['profilicollis altmani']
3101,larus ridibundus,Aves,"['cardiocephaloides longicollis', 'diphyllobothrium dendriticum', 'influenza a virus', 'reighardia sternae', 'avian coronavirus', 'newcastle disease virus']"
3102,larus schistisagus,Aves,['influenza a virus']
3103,lasioderma serricorne,Arthropod,['symbiotaphrina kochii']
3104,lasionycteris noctivagans,Mammal,['rabies virus']
3105,lasiorhinus latifrons,Mammal,['progamotaenia diaphana']
3106,lasiurus blossevillii,Mammal,['rabies virus']
3107,lasiurus borealis,Mammal,['rabies virus']
3108,lasiurus cinereus,Mammal,['rabies virus']
3109,lasiurus ega,Mammal,['rabies virus']
3110,lasiurus intermedius,Mammal,['rabies virus']
3111,lasiurus seminolus,Mammal,['rabies virus']
3112,lasiurus xanthinus,Mammal,['rabies virus']
3113,lasius fuji,Arthropod,"['eurypterna cremieri', 'eurypterna rufiventris']"
3114,lasmigona costata,Mollusca,['unionicola smithae']
3115,lateolabrax japonicus,Fish,"['kudoa iwatai', 'vibrio harveyi', 'dactylogyrus kikuchii', 'vibrio alginolyticus', 'dactylogyrus inversus', 'vibrio ponticus', 'nocardia seriolae', 'infectious spleen and kidney necrosis virus', 'philometra lateolabracis']"
3116,lates calcarifer,Fish,"['vibrio harveyi', 'bacillus subtilis', 'redspotted grouper nervous necrosis virus', 'photobacterium damselae', 'pseudoalteromonas maricaloris', 'infectious spleen and kidney necrosis virus']"
3117,lathyrus aphaca,Higher Plants,['bruchus laticollis']
3118,lathyrus cicera,Higher Plants,"['bruchus tristiculus', 'bruchus viciae', 'bruchus tristis', 'pseudomonas syringae']"
3119,lathyrus hirsutus,Higher Plants,['rhizobium leguminosarum']
3120,lathyrus japonicus,Higher Plants,"['rhizobium leguminosarum', 'rhizobium phaseoli']"
3121,lathyrus latifolius,Higher Plants,"['rhizobium leguminosarum', 'bruchus affinis']"
3122,lathyrus linifolius,Higher Plants,['bruchus dentipes']
3123,lathyrus odoratus,Higher Plants,['rhizobium tropici']
3124,lathyrus palustris,Higher Plants,['bruchus atomarius']
3125,lathyrus pratensis,Higher Plants,"['acyrthosiphon pisum', 'rhizobium leguminosarum', 'bruchus loti']"
3126,lathyrus sativus,Higher Plants,['rhizobium leguminosarum']
3127,lathyrus sphaericus,Higher Plants,['bruchus viciae']
3128,lathyrus sylvestris,Higher Plants,['rhizobium leguminosarum']
3129,latridopsis forsteri,Fish,['hemiperina manteri']
3130,latris lineata,Fish,['kudoa neurophila']
3131,latrodectus geometricus,Arthropod,['mucor fragilis']
3132,laurus nobilis,Higher Plants,"['peyronellaea glomerata', 'trialeurodes lauri', 'aonidiella aurantii']"
3133,lavandula angustifolia,Higher Plants,['cucumber mosaic virus']
3134,lavandula stoechas,Higher Plants,['alfalfa mosaic virus']
3135,lecythis poiteaui,Higher Plants,['neobaryssinus altissimus']
3136,leersia hexandra,Higher Plants,"['xanthomonas campestris', 'xanthomonas oryzae']"
3137,lefua echigonia,Fish,['proteocephalus midoriensis']
3138,leiocassis longirostris,Fish,"['aeromonas hydrophila', 'aeromonas sobria']"
3139,leiognathus equulus,Fish,"['nocardia seriolae', 'photobacterium leiognathi']"
3140,leiognathus philippinus,Fish,['photobacterium leiognathi']
3141,leiostomus xanthurus,Fish,['diplomonorchis leiostomi']
3142,leiothrix argentauris,Aves,['influenza a virus']
3143,leiothrix lutea,Aves,['influenza a virus']
3144,leishmania major,Protozoa,['leishmania rna virus 2 - 1']
3145,lemmus lemmus,Rodent,['paranoplocephala fellmani']
3146,lemmus sibiricus,Rodent,['anoplocephaloides lemmi']
3147,lemmus trimucronatus,Rodent,['taenia polyacantha']
3148,lemna minor,Higher Plants,"['dyadobacter fermentans', 'agrobacterium tumefaciens', 'serratia marcescens', 'microbacterium trichothecenolyticum', 'burkholderia cepacia', 'rhizobium mongolense', 'zoogloea ramigera', 'pseudomonas fluorescens', 'pseudomonas brenneri', 'herbaspirillum huttiense', 'sphingomonas elodea', 'methylophilus leisingeri', 'methylobacterium populi', 'methylobacterium extorquens', 'variovorax paradoxus', 'limnobacter thiooxidans']"
3149,lemniscomys striatus,Rodent,"['sandfly fever naples virus', 'listrophoroides lemniscomys']"
3150,lemur catta,Primate,"['tetratrichomonas gallinarum', 'giardia intestinalis']"
3151,lendenfeldia chondrodes,Porifera,['oscillatoria spongeliae']
3152,lens culinaris,Higher Plants,"['faba bean necrotic yellows virus', 'clover yellow vein virus', 'pea seed-borne mosaic virus', 'rhizobium leguminosarum', 'bruchus lentis']"
3153,lentinula edodes,Fungi,"['pseudomonas fluorescens', 'pseudomonas tolaasii']"
3154,lentipes concolor,Fish,['camallanus cotti']
3155,leopardus pardalis,Mammal,"['feline leukemia virus', 'feline immunodeficiency virus', 'cytauxzoon felis', 'ehrlichia canis']"
3156,leopardus tigrinus,Mammal,"['ehrlichia canis', 'cytauxzoon felis']"
3157,leopardus wiedii,Mammal,['mycoplasma haemofelis']
3158,lepeophtheirus salmonis,Arthropod,"['desmozoon lepeophtherii', 'neoparamoeba perurans', 'paranucleospora theridion', 'udonella caligorum']"
3159,lepidium didymum,Higher Plants,"['staphylococcus saprophyticus', 'tomato torrado virus']"
3160,lepidium draba,Higher Plants,['cucumber mosaic virus']
3161,lepidochelys kempii,Reptile,['chelonid herpesvirus 5']
3162,lepidochelys olivacea,Reptile,"['chelonid herpesvirus 5', 'fusarium falciforme', 'pachypsolus irroratus']"
3163,lepidochitona cinerea,Mollusca,['minchinia chitonis']
3164,lepidocybium flavobrunneum,Fish,['floriceps saccatus']
3165,lepidonotothen nudifrons,Fish,['gyrodactylus nudifronsi']
3166,lepidotrigla cavillone,Fish,"['vibrio orientalis', 'vibrio gigantis']"
3167,lepisma saccharina,Arthropod,['colepismatophila watsonae']
3168,lepisosteus oculatus,Fish,['paramacroderoides kinsellai']
3169,lepisosteus osseus,Fish,['macroderoides spiniferus']
3170,lepisosteus platostomus,Fish,"['macroderoides typicus', 'macroderoides spiniferus']"
3171,lepisosteus platyrhincus,Fish,"['macroderoides trilobatus', 'paramacroderoides kinsellai', 'macroderoides spiniferus', 'macroderoides typicus']"
3172,lepistemon owariensis,Higher Plants,"['sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus']"
3173,lepomis gibbosus,Fish,"['myxobolus osburni', 'placobdella transluscens', 'urocleidus similis', 'clinostomum complanatum', 'clinostomum marginatum']"
3174,lepomis macrochirus,Fish,"['spinitectus carolini', 'proteocephalus ambloplitis', 'crepidostomum cooperi', 'flavobacterium columnare']"
3175,lepomis microlophus,Fish,['homalometron armatum']
3176,leptastrea purpurea,Cnidaria,['symbiodinium goreaui']
3177,leptastrea transversa,Cnidaria,['trevathana dentata']
3178,leptinotarsa decemlineata,Arthropod,"['pristionchus uniformis', 'pseudomonas aeruginosa', 'leclercia adecarboxylata', 'acinetobacter haemolyticus', 'bacillus thuringiensis', 'beauveria bassiana', 'cordyceps bassiana', 'bacillus atrophaeus']"
3179,leptocoris trivittatus,Arthropod,['blastocrithidia leptocoridis']
3180,leptodactylus melanonotus,Amphibian,"['glypthelmins poncedeleoni', 'rauschiella tineri']"
3181,leptolyngbya foveolarum,Bacteria,['phormidium phage pf-wmp3']
3182,leptonychotes weddellii,Mammal,"['seal parapoxvirus', 'contracaecum radiatum', 'contracaecum osculatum']"
3183,leptonycteris curasoae,Mammal,"['ajellomyces capsulatus', 'providencia stuartii']"
3184,leptonycteris nivalis,Mammal,['ajellomyces capsulatus']
3185,leptophlebia intermedia,Arthropod,['bojamyces repens']
3186,leptospermum laevigatum,Higher Plants,"['dasineura tomentosa', 'dasineura strobila']"
3187,leptosynapta clarki,Others,['pseudoperkinsus tapetis']
3188,leptotila jamaicensis,Aves,"['columbicola gracilicapitis', 'physconelloides ceratoceps']"
3189,leptotila megalura,Aves,['physconelloides ceratoceps']
3190,leptotila plumbeiceps,Aves,"['columbicola macrourae', 'physconelloides ceratoceps', 'columbicola gracilicapitis']"
3191,leptotila rufaxilla,Aves,['columbicola timmermanni']
3192,leptotila verreauxi,Aves,"['raillietina tunetensis', 'columbicola macrourae', 'physconelloides ceratoceps', 'columbicola gracilicapitis']"
3193,leptotrombidium deliense,Arthropod,['orientia tsutsugamushi']
3194,lepus americanus,Mammal,['california encephalitis virus']
3195,lepus europaeus,Mammal,"['francisella tularensis', 'european brown hare syndrome virus', 'mycobacterium avium', 'anaplasma phagocytophilum', 'andrya rhopalocephala']"
3196,lepus timidus,Mammal,['mosgovoyia pectinata']
3197,lespedeza bicolor,Higher Plants,['asphondylia yushimai']
3198,lespedeza capitata,Higher Plants,['bradyrhizobium elkanii']
3199,lespedeza chinensis,Higher Plants,['rhizobium miluonense']
3200,lespedeza cuneata,Higher Plants,"['bradyrhizobium japonicum', 'bradyrhizobium yuanmingense', 'sinorhizobium meliloti']"
3201,lespedeza davurica,Higher Plants,"['mesorhizobium amorphae', 'mesorhizobium huakuii', 'bradyrhizobium japonicum', 'sinorhizobium meliloti']"
3202,lespedeza inschanica,Higher Plants,"['mesorhizobium huakuii', 'mesorhizobium amorphae']"
3203,lespedeza juncea,Higher Plants,"['bradyrhizobium japonicum', 'bradyrhizobium yuanmingense']"
3204,lespedeza virgata,Higher Plants,"['bradyrhizobium elkanii', 'mesorhizobium amorphae']"
3205,lessingianthus buddleiifolius,Higher Plants,['tomoplagia grandis']
3206,lethrinus atkinsoni,Fish,"['ceratomyxa atkinsoni', 'pseudogilquinia pillersi', 'transversotrema lacerta']"
3207,lethrinus harak,Fish,"['kudoa lethrini', 'ceratomyxa hallettae']"
3208,lethrinus miniatus,Fish,['macvicaria macassarensis']
3209,lethrinus nebulosus,Fish,"['transversotrema lacerta', 'callitetrarhynchus speciosus']"
3210,leucaena leucocephala,Higher Plants,"['bradyrhizobium liaoningense', 'sinorhizobium fredii', 'rhizobium tropici', 'merobruchus placidus', 'bacillus subtilis', 'bacillus megaterium', 'rhizobium etli', 'bradyrhizobium japonicum', 'rhizobium huautlense', 'ensifer adhaerens', 'bradyrhizobium elkanii', 'east african cassava mosaic cameroon virus', 'african cassava mosaic virus', 'agrobacterium rhizogenes', 'acanthoscelides macrophthalmus']"
3211,leucaspius delineatus,Fish,['sphaerothecum destruens']
3212,leuciscus idus,Fish,"['myxobolus intimus', 'myxobolus elegans', 'dactylogyrus ramulosus', 'dactylogyrus tuba', 'dactylogyrus vistulae', 'dactylogyrus crucifer']"
3213,leuciscus leuciscus,Fish,"['chryseobacterium balustinum', 'gyrodactylus leucisci', 'goussia janae']"
3214,leucojum aestivum,Higher Plants,"['bacillus subtilis', 'stenotrophomonas maltophilia', 'serratia plymuthica']"
3215,leucoraja erinacea,Fish,"['pseudanthobothrium purtoni', 'echeneibothrium vernetae']"
3216,leucoraja naevus,Fish,"['calicotyle kroyeri', 'echinobothrium harfordi']"
3217,leucoraja ocellata,Fish,"['echeneibothrium vernetae', 'pseudanthobothrium purtoni']"
3218,leucosarcia melanoleuca,Aves,['campanulotes flavus']
3219,leymus arenarius,Higher Plants,['trionymus frontalis']
3220,leymus mollis,Higher Plants,['chryseobacterium taeanense']
3221,liasis olivaceus,Reptile,['herpetostrongylus pythonis']
3222,ligustrum japonicum,Higher Plants,['brevipalpus phoenicis']
3223,ligustrum sinense,Higher Plants,"['streptomyces somaliensis', 'pseudomonas aeruginosa']"
3224,ligustrum vulgare,Higher Plants,"['brevibacterium helvolum', 'arabis mosaic virus', 'placochela nigripes']"
3225,lilium auratum,Higher Plants,['frankliniella occidentalis']
3226,lilium davidii,Higher Plants,['lily symptomless virus']
3227,lilium lancifolium,Higher Plants,"['lily symptomless virus', 'cucumber mosaic virus', 'lily mottle virus']"
3228,lilium longiflorum,Higher Plants,"['lily mottle virus', 'cucumber mosaic virus', 'lily symptomless virus', 'fusarium proliferatum']"
3229,limanda ferruginea,Fish,['ichthyophonus hoferi']
3230,limanda limanda,Fish,"['infectious pancreatic necrosis virus', 'steringophorus furciger', 'viral hemorrhagic septicemia virus']"
3231,limax flavus,Mollusca,['agfa flexilis']
3232,limax maximus,Mollusca,['tetratrichomonas limacis']
3233,limnodrilus hoffmeisteri,Segmented Worm,['archigetes sieboldi']
3234,limnodynastes ornatus,Amphibian,['bohle iridovirus']
3235,limonium sinuatum,Higher Plants,"['carnation italian ringspot virus', 'grapevine algerian latent virus']"
3236,limonium vulgare,Higher Plants,"['acalyptris limonii', 'acalyptris maritima']"
3237,limosa limosa,Aves,"['borrelia garinii', 'bregetovia limosae']"
3238,limulus polyphemus,Arthropod,['bdelloura candida']
3239,linckia guildingi,Others,['vibrio rotiferianus']
3240,lindera glauca,Higher Plants,['alternaria tenuissima']
3241,linepithema humile,Arthropod,['wolbachia pipientis']
3242,liobagrus marginatoides,Fish,['camallanus cotti']
3243,liocarcinus depurator,Arthropod,['hematodinium perezi']
3244,liomys irroratus,Rodent,"['geomylichus postscutatus', 'fahrenholzia texana', 'fahrenholzia ehrlichi']"
3245,liomys pictus,Rodent,['fahrenholzia microcephala']
3246,liomys salvini,Rodent,['fahrenholzia fairchildi']
3247,lipaphis erysimi,Arthropod,['wolbachia pipientis']
3248,liparis atlanticus,Fish,['spathebothrium simplex']
3249,liparthrum colchicum,Arthropod,['geosmithia putterillii']
3250,liponyssoides sanguineus,Arthropod,['rickettsia akari']
3251,lipoptena cervi,Arthropod,['anaplasma phagocytophilum']
3252,lipoptena mazamae,Arthropod,['bartonella henselae']
3253,liposcelis bostrychophila,Arthropod,"['rickettsia felis', 'wolbachia pipientis']"
3254,liriodendron tulipifera,Higher Plants,['xylella fastidiosa']
3255,liriomyza huidobrensis,Arthropod,"['diglyphus isaea', 'cirrospilus vittatus']"
3256,lissoclinum patella,Others,['prochloron didemni']
