Cargo,Carrier_id
myxobilatus gasterostei,"[2507, 3839]"
myxobolus albi,[4743]
myxobolus algonquinensis,[3956]
myxobolus arcticus,"[3332, 4055, 4057, 4059, 5245, 5247]"
myxobolus basilamellaris,[1767]
myxobolus bibullatus,[1161]
myxobolus bilobus,[3956]
myxobolus bramae,[14]
myxobolus cerebralis,"[4058, 4060, 6023]"
myxobolus cordeiroi,[6312]
myxobolus cultus,[886]
myxobolus cyprini,[1767]
myxobolus cyprinicola,[1767]
myxobolus dispar,[1767]
myxobolus diversicapsularis,[5186]
myxobolus dogieli,[14]
myxobolus elegans,[3212]
myxobolus elipsoides,[5186]
myxobolus fryeri,"[4053, 4056, 4058]"
myxobolus fundamentalis,[5186]
myxobolus hakyi,[4210]
myxobolus hungaricus,[14]
myxobolus impressus,[14]
myxobolus insidiosus,"[4056, 4060]"
myxobolus intimus,"[639, 3212]"
myxobolus kisutchi,"[4056, 4060]"
myxobolus koi,[1767]
myxobolus lentisuturalis,"[1098, 1100]"
myxobolus longisporus,[1767]
myxobolus macrocapsularis,"[14, 804]"
myxobolus martini,[3956]
myxobolus musculi,[743]
myxobolus neurobius,"[4058, 5238]"
myxobolus neurophilus,[4352]
myxobolus neurotropus,[4058]
myxobolus notropis,[3968]
myxobolus osburni,[3173]
myxobolus pangasii,[4210]
myxobolus parviformis,"[14, 6023]"
myxobolus pavlovskii,[2880]
myxobolus pellicides,[5370]
myxobolus pendula,[5370]
myxobolus portucalensis,[408]
myxobolus pseudodispar,"[14, 804, 5186, 5289]"
myxobolus rotundus,"[14, 6023]"
myxobolus rutili,[5186]
myxobolus sandrae,[5257]
myxobolus shantungensis,[1767]
myxobolus smithi,[4477]
myxobolus sommervillae,[5186]
myxobolus spirosulcatus,"[5387, 5390]"
myxobolus stanlii,[1057]
myxobolus wootteni,[5186]
myxobolus wulii,[1099]
myxobolus xiaoi,[3956]
myxoma virus,"[4124, 5582]"
myzoxenus insolens,[3965]
myzus persicae,"[890, 891, 2030]"
nacobbus aberrans,[5485]
nadelspora canceri,"[1059, 3620]"
naegleria australiensis,[1445]
naegleria clarki,"[804, 1445, 4353]"
naegleria fowleri,[2813]
naegleria fultoni,[5186]
naegleria pagei,"[14, 5238]"
naegleria philippinensis,[2813]
nagmia floridensis,"[1807, 5099]"
naiadacarus arboricola,[2307]
nanobacterium sanguineum,[854]
nanophyetus salmincola,[1063]
nanophyetus salminicola,[4058]
napomyza cichorii,[3046]
narcissus common latent virus,[3845]
narcissus degeneration virus,[3845]
narcissus late season yellows virus,"[1454, 3845]"
narcissus latent virus,[2958]
narcissus symptomless virus,[3844]
narcissus yellow stripe virus,[3845]
nasicola klawei,[5862]
naubates fuliginosus,"[4799, 4800]"
naubates harrisoni,"[4944, 4945, 4947]"
naubates heteroproctus,[4908]
naubates prioni,"[4174, 4176, 4177]"
naubates pterodromi,[4906]
nautilia profundicola,[276]
navicula tripunctata,[2811]
naxibacter haematophilus,[763]
necator americanus,"[1063, 2326, 2813, 3613, 5719]"
necremnus tidius,[1573]
necropsobacter rosorum,"[1165, 2813, 4124]"
nectria mariannaeae,[2954]
neisseria bacilliformis,[2813]
neisseria cinerea,[2813]
neisseria elongata,[2813]
neisseria flava,[2813]
neisseria flavescens,[2813]
neisseria gonorrhoeae,[2813]
neisseria lactamica,[2813]
neisseria macacae,[2813]
neisseria meningitidis,[2813]
neisseria mucosa,[2813]
neisseria perflava,[4795]
neisseria pharyngis,[2813]
neisseria polysaccharea,[2813]
neisseria shayeganii,"[1062, 1063, 2813]"
neisseria sicca,[2813]
neisseria subflava,[2813]
neisseria weaveri,"[1063, 2813]"
neisseria zoodegmatis,[2813]
nelson bay orthoreovirus,"[4925, 4927]"
nematocida parisii,[991]
nematodirella cameli,[1052]
nematodiroides zembrae,[4124]
nematodirus battus,"[1072, 4152]"
nematodirus davtiani,[5182]
nematodirus europaeus,[1075]
nematodirus filicollis,[4152]
nematodirus helvetianus,"[854, 4152]"
nematodirus oiratianus,[5182]
nematodirus rupicaprae,[5182]
nematodirus spathiger,"[854, 1072, 4152]"
nematus bohemani,[5228]
nematus capreae,[5225]
nematus distinguendus,[5219]
nematus erythrogaster,[257]
nematus hypoxanthus,[5214]
nematus lucidus,[4843]
nematus melanaspis,[5227]
nematus melanocephalus,[5211]
nematus miliaris,[5214]
nematus nigricornis,[4758]
nematus oligospilus,[5219]
nematus pavidus,[5214]
nematus ribesii,[5147]
nematus salicis,[5219]
nematus spiraeae,[623]
nematus stichi,[5214]
nematus tibialis,[5154]
nematus viridissimus,[257]
nemesia ring necrosis virus,[3870]
nemhelix bakeri,[2709]
neoapocreadium splendens,[5322]
neoasaia chiangmaiensis,"[1123, 2931, 3752, 5194]"
neobaryssinus altissimus,[3135]
neobaryssinus marianae,"[768, 1583]"
neobenedenia girellae,[6142]
neobenedenia melleni,"[3669, 5387, 5574]"
neocallimastix frontalis,"[850, 854, 912, 1072, 4152]"
neocallimastix hurleyensis,[4152]
neocallimastix patriciarum,"[854, 912]"
neochlamydia hartmannellae,[2691]
neocosmospora vasinfecta,"[547, 2570, 2813]"
neoctenotaenia ctenoides,[4124]
neodeightonia subglobosa,[2813]
neodiplorchis scaphiopi,[5555]
neoechinorhynchus golvani,"[285, 1376, 1378, 1985, 1986, 2738, 4241, 4242, 6177]"
neoechinorhynchus schmidti,[5899]
neoentobdella australis,[3898]
neoentobdella diadema,[4922]
neoentobdella natans,[4289]
neoentobdella taiwanensis,[5775]
neoeutrypanus nobilis,[2202]
neoflabelliforma magnivora,[1801]
neofusicoccum mangiferae,"[3474, 4374, 6225]"
neoglyphe locellus,[5534]
neoglyphe sobolevi,[5534]
neohaematopinus neotomae,[3888]
neohaematopinus sciuri,[5316]
neohaematopinus sciuropteri,[2544]
neoheterobothrium affine,[4246]
neoheterobothrium hirame,[4248]
neoheterocotyle rhinobatidis,[2546]
neohexangitrema zebrasomatis,[6283]
neohypocreadium dorsoporum,"[1252, 1254, 1264]"
neolepidapedon smithi,[3722]
neolepocreadium caballeroi,[5900]
neomicrocotyle pacifica,[1092]
neomultitestis aspidogastriformis,[4655]
neoparacardicola nasonis,[3848]
neoparacryptogonimus ovatus,[3348]
neoparamoeba branchiphila,[5237]
neoparamoeba pemaquidensis,"[4056, 5237, 5688]"
neoparamoeba perurans,"[3158, 5237]"
neopolystoma chelodinae,[1298]
neopolystoma liewi,[1714]
neopolystoma palpebrae,[4321]
neopolystoma spratti,[1298]
neopreptetos arusettae,[4737]
neopsittaconirmus bushae,"[3953, 4852]"
neopsittaconirmus circumfasciatus,[4660]
neopsittaconirmus vincesmithi,[3885]
neopteronyssus pici,[1833]
neorickettsia helminthoeca,"[1062, 1063, 3843]"
neorickettsia risticii,"[1063, 1556, 2161, 2990, 3749]"
neorickettsia sennetsu,"[1063, 2161, 2813]"
neosartorya fischeri,[4416]
neosartorya glabra,[1111]
neosartorya hiratsukae,[2813]
neoscytalidium dimidiatum,[2813]
neoseiulella aceri,"[79, 80, 83]"
neoseiulella litoralis,"[2668, 5210]"
neoseiulella tiliarum,"[1560, 5874]"
neoseiulus californicus,"[1431, 1515, 2444, 4420, 5488]"
neoskrjabinolepis schaldybini,[5534]
neospora caninum,"[851, 854, 1061, 1062, 1063, 1072, 1075, 1199, 1223, 1794, 2161, 2497, 3431, 3602, 3749, 4124, 4279, 5061]"
neospora hughesi,[2161]
neostrongylus linearis,"[1072, 4152]"
neotrevathana elongatum,[2049]
neotrichodectes arizonae,[1504]
neottialges vitzthumi,[75]
neotypus melanocephalus,[3446]
nephridiophaga blattellae,[799]
nephroisospora eptesici,[2152]
nereida ignava,[6063]
nerine virus x,[175]
nerine yellow stripe virus,[1770]
nerocila monodi,[67]
nesiotinus demersus,[530]
nesippus orientalis,"[1102, 1105, 1106, 1110, 1111, 2961, 5578, 5579, 5580]"
nesippus vespa,[5091]
neurospora cerealis,[4416]
neurospora crassa,[2813]
neurospora sitophila,[185]
new york virus,"[2813, 4370]"
newbury-1 virus,[854]
newcastle disease virus,"[76, 211, 212, 346, 350, 352, 353, 355, 356, 357, 358, 359, 362, 454, 459, 581, 631, 710, 844, 887, 915, 977, 994, 1004, 1005, 1006, 1010, 1495, 1582, 1833, 1994, 2497, 2659, 2813, 2912, 3101, 3555, 3580, 4299, 4421, 4461, 5012, 5659, 5694, 5719, 5858, 6034, 6288]"
nicoletella semolina,[2161]
nicolla elongata,[4482]
nicollina cameroni,[5766]
nicothoe astaci,[2812]
nigeriella excavata,[2411]
nigeriella fusciceps,[2335]
nigrospora oryzae,[4397]
nigrospora sphaerica,"[133, 260, 1040, 1050, 1141, 2887, 2986, 4214, 5154, 5471, 5798]"
nipaecoccus exocarpi,[2304]
nipaecoccus viridis,[2988]
nipah virus,"[1063, 2813, 4924, 4926, 4929, 5719, 5720]"
nipponaphis coreana,[3880]
nippostrongylus brasiliensis,"[3602, 5062]"
nippotaenia chaenogobii,[2639]
nippotaenia mogurndae,[4028]
nitzschia closterium,[2811]
nitzschia sturionis,[2829]
nobia grandis,[2483]
nocardia abscessus,"[1062, 1063]"
nocardia alba,[538]
nocardia amamiensis,[2813]
nocardia asteroides,"[854, 2813]"
nocardia beijingensis,[2813]
nocardia brasiliensis,"[2326, 2813]"
nocardia crassostreae,[1590]
nocardia cyriacigeorgica,[2813]
nocardia exalbida,[2813]
nocardia farcinica,"[854, 2813]"
nocardia flavorosea,[2813]
nocardia jiangxiensis,[538]
nocardia ninae,[1777]
nocardia nova,[2813]
nocardia otitidiscaviarum,[2813]
nocardia seriolae,"[2143, 3115, 3139, 3349, 3646, 3728, 3736, 5297, 5387, 5390, 5811, 5900]"
nocardia transvalensis,[1777]
nocardia uniformis,[5565]
nocardiopsis alba,"[2497, 5597]"
nocardiopsis dassonvillei,"[2771, 2813]"
nocardiopsis lucentensis,[5597]
noeeta bisetosa,[2775]
noeeta pupillata,[2774]
nomimoscolex admonticellia,[4544]
nomimoscolex chubbi,[2641]
nomimoscolex lenha,[5545]
nomimoscolex lopesi,[4870]
nomimoscolex matogrossensis,[2814]
nomimoscolex piraeeba,[880]
nomimoscolex sudobim,[4870]
nomimoscolex suspectus,"[880, 881]"
nonomuraea rubra,[538]
northern cereal mosaic virus,[6010]
norwalk virus,"[854, 1062, 1063, 1532, 1591, 2813, 3749, 4152, 4218, 5719, 5720]"
nosema antheraeae,[466]
nosema apis,[498]
nosema bombi,"[818, 819, 820, 821, 822, 824, 825, 826, 827, 828, 829, 830, 831, 832, 833, 834, 835, 836, 838, 839, 841]"
nosema bombycis,"[843, 5590]"
nosema carpocapsae,[1735]
nosema ceranae,"[495, 496, 497, 498, 3609]"
nosema chrysorrhoeae,[2276]
nosema disstriae,[3451]
nosema empoascae,[2105]
nosema fumiferanae,[1350]
nosema furnacalis,[4141]
nosema granulosis,"[2499, 2502]"
nosema heliothidis,[2703]
nosema kovacevici,[2276]
nosema oulemae,[4150]
nosema philosamiae,[5256]
nosema pyrausta,[4142]
nosema serbica,[3379]
nosema spodopterae,[5593]
nosema thomsoni,[1349]
nosema trichoplusiae,[5967]
nosema tyriae,[6048]
notentera ivanovi,[3911]
notozona histrionica,[969]
novosphingobium aromaticivorans,[2813]
novosphingobium resinovorum,"[251, 5249]"
nuclearia pattersoni,[5186]
nucleospora salmonis,"[4058, 4060, 5237, 5238, 5245]"
nyando virus,[438]
nybelinia aequidentata,[5100]
nybelinia africana,"[2516, 3065]"
nybelinia indica,[2753]
nybelinia sphyrnae,[5578]
nycteriglyphites pennsylvanicus,[2152]
nyctibicola longirostris,[3979]
nyctotheroides deslierresae,[924]
nyctotherus ovalis,[4361]
oat blue dwarf virus,[697]
oat golden stripe virus,[697]
oat necrotic mottle virus,[4701]
oat sterile dwarf virus,"[697, 2989]"
obesumbacterium proteus,"[1574, 2710, 4058, 5856]"
obolodiplosis robiniae,[5154]
oceanaspidiotus spinosus,[2899]
oceanobacillus iheyensis,[4755]
oceanobacillus oncorhynchi,[4094]
ochoterenella royi,[928]
ochrobactrum anthropi,"[1062, 1063, 2813, 4321]"
ochrobactrum cytisi,[1776]
ochrobactrum grignonense,[4634]
ochrobactrum haematophilum,"[547, 2813]"
ochrobactrum intermedium,"[251, 3749]"
ochrobactrum lupini,[3336]
ochrobactrum oryzae,"[4130, 6184]"
ochrobactrum pseudintermedium,[2813]
ochrobactrum pseudogrignonense,"[251, 507, 2813, 6292]"
ochrobactrum tritici,[6010]
octaspidiotus multipori,[2906]
octomacrum lanceatum,"[1160, 1161]"
octomacrum mexicanum,[236]
octosporea bayeri,[1801]
octosporea muscaedomesticae,[4471]
odontofroggatia ishii,[2379]
odontoglossum ringspot virus,"[1743, 1744, 1745, 1746, 1747]"
odoribacter splanchnicus,"[2813, 5719]"
oedopeza leucostigma,[2202]
oenococcus oeni,[6206]
oerskovia enterophila,[5856]
oerskovia turbata,[2895]
oesophagodontus robustus,[2161]
oesophagostomoides longispicularis,[6208]
oesophagostomum aculeatum,[3396]
oesophagostomum bifurcum,"[1213, 2813, 4229]"
oesophagostomum columbianum,"[1072, 4152]"
oesophagostomum dentatum,"[5719, 5720]"
oesophagostomum quadrispinulatum,"[5719, 5720]"
oesophagostomum radiatum,[854]
oesophagostomum stephanostomum,"[1212, 2594, 4200, 4535]"
oesophagostomum venulosum,"[854, 1075, 1223, 4152]"
oestrus ovis,[4152]
ogataea glucozyma,[1841]
ogataea pini,[1837]
ohbayashinema erbaevae,[4016]
oidiodendron cerealis,[6281]
okadaella gastrococcus,[2813]
okanagana utahensis,[612]
okra yellow crinkle virus,"[2, 192, 661, 1078, 1412]"
okra yellow mosaic mexico virus,"[2, 1534, 5419]"
okra yellow vein mosaic virus,[2]
oligella urethralis,[2813]
oligogonotylus manteri,"[1375, 1378]"
oligogonotylus mayae,[1378]
oligonychus ununguis,"[1141, 1712, 4983, 4986, 5000]"
oligosporidium occidentalis,[3623]
oligotrophus nezu,[2999]
olistrophorus blarinae,[796]
olive latent ringspot virus,[4038]
olive latent virus 1,"[4038, 5485]"
olive latent virus 2,"[4038, 5148]"
olive mild mosaic virus,[4038]
ollulanus tricuspis,[2326]
olsenella profusa,[2813]
olsenella uli,[2813]
omphalometra flexuosa,[4647]
omsk hemorrhagic fever virus,"[397, 1864, 2813, 4061]"
onchobdella aframae,[2716]
onchobdella bopeleti,[2716]
onchocerca armillata,[854]
onchocerca cervicalis,[2161]
onchocerca dewittei,"[2813, 5445, 5719, 5721]"
onchocerca dukei,[854]
onchocerca eberhardi,[1224]
onchocerca fasciata,[1052]
onchocerca flexuosa,[1223]
onchocerca gibsoni,[854]
onchocerca gutturosa,"[854, 5449]"
onchocerca jakutensis,[1223]
onchocerca lienalis,[854]
onchocerca lupi,"[1062, 1063, 2326, 2813]"
onchocerca ochengi,"[851, 854]"
onchocerca ramachandrini,[4392]
onchocerca skrjabini,[1224]
onchocerca volvulus,"[2813, 5446, 5447, 5448]"
oncomegas australiensis,[172]
oncomegoides celatus,"[1806, 2779]"
oncopeltus fasciatus,[630]
onion yellow dwarf virus,"[246, 247, 248, 251, 1307]"
opechona kahawai,[603]
opecoeloides furcatus,[3741]
ophidascaris robertsi,[772]
ophiocordyceps formicarum,[1056]
ophiocordyceps heteropoda,[2610]
ophiocordyceps sinensis,[2735]
ophiosacculus mehelyi,[2153]
ophiostoma araucariae,[4638]
ophiostoma arborea,[2954]
ophiostoma bicolor,"[2954, 4733]"
ophiostoma canum,[5888]
ophiostoma carpenteri,[6018]
ophiostoma flexuosum,[2022]
ophiostoma floccosum,"[2857, 4120]"
ophiostoma ips,"[2023, 2951, 2953, 3711, 4120]"
ophiostoma minus,"[2023, 2857, 2953]"
ophiostoma nigrocarpum,[1840]
ophiostoma pallidulum,[2857]
ophiostoma piceae,"[2022, 2857, 2863, 2954, 4120]"
ophiostoma piliferum,[2857]
ophiostoma pluriannulatum,[4120]
ophiostoma quercus,"[877, 2857, 2863, 2884, 6252]"
ophiostoma stenoceras,[2813]
ophiostoma torulosum,[6018]
ophiotaenia europaea,[3856]
ophiotaenia gallardi,[3955]
ophiotaenia grandis,[194]
ophiotaenia jarara,[857]
ophiotaenia paraguayensis,[2844]
ophryoscolex caudatus,[4152]
opisthadena dimidia,[3026]
opisthioglyphe ranae,[5020]
opistholebes amplicoelus,[5826]
opisthorchis felineus,"[1063, 2326, 2813, 6212]"
opisthorchis noverca,[5720]
opisthorchis viverrini,"[790, 1063, 2326, 2813]"
opisthotrema dujonis,[2028]
opuntia virus x,[5312]
oran virus,"[2813, 4043]"
orbus hercynius,[5719]
orchipedum tracheicola,[1739]
orchitophrya stellarum,"[643, 644, 4629]"
orellia falcata,[5926]
orf virus,"[923, 1052, 1072, 1076, 2813, 4151, 4152, 5048]"
oribacterium sinus,[2813]
oriboca virus,"[1169, 1687, 2813]"
orientia tsutsugamushi,"[510, 520, 737, 1062, 1063, 2813, 3193, 3584, 3749, 4152, 5061, 5062, 6030]"
orientobilharzia turkestanicum,"[854, 1072, 1223, 4152, 5005]"
ormyrus nitidulus,"[376, 381, 5992]"
ormyrus pomaceus,"[376, 377, 378, 379, 383, 384, 385, 388, 785, 1752, 1755, 3919, 3920, 3922, 4866]"
ornithobacterium rhinotracheale,"[2497, 3555]"
ornithobilharzia canaliculata,[3089]
ornithodoros peruvianus,[1876]
ornithogalum mosaic virus,"[2081, 2958, 3038, 4107, 6126]"
oropouche virus,"[882, 1683, 2813]"
orthizema flavicorne,"[1786, 5421]"
orthocoelium streptocoelium,[851]
orthosomella operophterae,[4072]
orungo virus,[2813]
orymatobothrium musteli,[3770]
oryza rufipogon endornavirus,[4129]
oryza sativa endornavirus,[4130]
oscillatoria spongeliae,"[3062, 3063, 3151, 4497]"
osculotes curta,[4077]
oslerus osleri,"[1061, 1062, 1063]"
oslerus rostratus,[3385]
ostertagia gruehneri,[5048]
ostertagia leptospicularis,"[854, 1075]"
ostertagia lyrata,[854]
ostertagia ostertagi,"[854, 1072, 2813, 4152]"
ostertagia trifurcata,"[1072, 4152]"
ostracodinium dentatum,[854]
ostracodinium gracile,[854]
ostreid herpesvirus 1,[1590]
ostrinia furnacalis,"[1067, 6281]"
ostrinia kurentzovi,[282]
ostrinia latipennis,"[1403, 1404]"
ostrinia nubilalis,[6281]
ostrinia orientalis,"[6227, 6228]"
ostrinia scapulalis,[2825]
ostrinia zealis,"[1402, 1404]"
otidoecus houbarae,[1324]
otitesella longicauda,[2368]
otitesella pseudoserrata,[2350]
otitesella rotunda,[2368]
otitesella sesquianellata,[2364]
otitesella uluzi,"[2364, 2373, 2393, 2412]"
otobius megnini,[854]
otobothrium carcharidis,[1104]
otobothrium cysticum,[4350]
otobothrium penetrans,[6045]
otobothrium propecysticum,[5579]
otodectes cynotis,"[1062, 1063, 2326]"
otodistomum cestoides,[5010]
otostrongylus circumlitus,"[3694, 4453]"
ovavesicula popilliae,[4752]
ovine adenovirus a,"[854, 4152]"
ovine astrovirus,[4152]
ovine herpesvirus 2,"[226, 227, 787, 788, 849, 854, 1072, 1075, 1222, 1223, 1224, 1225, 2067, 2161, 4152, 4154, 5183, 5719]"
ovine papillomavirus,[4152]
ovipleistophora mirandellae,[2637]
oxycephalomyia styraci,[5703]
oxylipeurus chiniri,[4116]
oxyna flavipennis,[87]
oxyspirura conjuctivalis,[3980]
oxyuris equi,[2161]
ozobranchus branchiatus,"[1121, 1301]"
ozobranchus margoi,"[1121, 1301]"
pachycreadium carnosum,[1855]
pachymerus cardo,[2064]
pachypsolus irroratus,[3162]
pacificreadium serrani,[4676]
paecilomyces anatarcticus,[1643]
paecilomyces lilacinus,"[197, 2610, 2813, 3576, 4397, 4427]"
paecilomyces marquandii,"[2445, 4408, 4467]"
paecilomyces variotii,"[2613, 2615, 2813, 2826, 5262, 5847, 6207, 6281]"
paenibacillus alvei,"[1423, 2813, 5847, 6281]"
paenibacillus amylolyticus,"[1864, 2649, 2975, 3282, 5499, 5533, 5798, 6206]"
paenibacillus barcinonensis,"[1397, 3733, 6281]"
paenibacillus barengoltzii,[2813]
paenibacillus borealis,[6281]
paenibacillus castaneae,[1142]
paenibacillus cineris,"[1123, 4420]"
paenibacillus favisporus,[2078]
paenibacillus glucanolyticus,[4202]
paenibacillus graminis,[1373]
paenibacillus humicus,[4420]
paenibacillus illinoisensis,"[183, 1138, 2064, 6281]"
paenibacillus larvae,"[498, 4130]"
paenibacillus lautus,"[3269, 4420, 6281]"
paenibacillus lentimorbus,[1316]
paenibacillus macerans,[6010]
paenibacillus pabuli,"[4186, 4599, 5565, 5569, 5798]"
paenibacillus pasadenensis,"[2813, 6206]"
paenibacillus peoriae,[5499]
paenibacillus polymyxa,"[2642, 3287, 4202, 4685, 5052, 5499, 5567, 5569, 5798]"
paenibacillus prosopidis,[4815]
paenibacillus riograndensis,[6010]
paenibacillus soli,[1397]
paenibacillus taichungensis,[5798]
paenibacillus terrigena,"[1397, 3269]"
paenibacillus thiaminolyticus,[265]
paenibacillus validus,[4831]
paenibacillus wynnii,[4599]
paenibacillus xylanilyticus,"[2702, 5918]"
paenochrobactrum gallinarii,[3269]
pagellicotyle mormyri,[3258]
palame anceps,[2202]
palame crassimana,"[2202, 2203]"
palame mimetica,"[768, 2202, 2203]"
palame vitticolle,[2203]
paleoacanthoscelides gilvus,[4063]
palinaspis quohogiformis,[1914]
palliatus indecorus,[232]
pandora delphacis,[3909]
pandora kondoiensis,"[130, 3625]"
pandora neoaphidis,"[131, 490, 894, 2872, 3625, 3835, 5467]"
pandoraea norimbergensis,[2542]
pandoraea sputorum,[3282]
panicum streak virus,"[2060, 3533, 6077, 6080]"
panine herpesvirus 2,[4200]
pannonibacter phragmitetus,[5194]
panonychus citri,[1432]
pantoea agglomerans,"[18, 169, 183, 260, 446, 622, 723, 770, 854, 891, 892, 939, 995, 1062, 1063, 1123, 1126, 1151, 1173, 1316, 1466, 1748, 1788, 1819, 2064, 2570, 2645, 2695, 2813, 2858, 2931, 2992, 3005, 3379, 3474, 3707, 3726, 3727, 3752, 3835, 3904, 3935, 4130, 4152, 4420, 4634, 4831, 4958, 4975, 5067, 5194, 5485, 5542, 5567, 5707, 5719, 5720, 5918, 6010, 6206, 6281, 6292]"
pantoea ananatis,"[247, 763, 1123, 1151, 2220, 3535, 3726, 4130, 4692, 5542, 5918, 5974, 6206, 6281]"
pantoea anthophila,"[1683, 3757]"
pantoea brenneri,[2813]
pantoea cedenensis,"[939, 1844, 5238]"
pantoea conspicua,"[2813, 3935]"
pantoea dispersa,"[1683, 1771, 2031, 2064, 2342, 2702, 2858, 3050, 3475, 3752, 4130, 4727, 5167, 5974, 6281]"
pantoea eucalypti,[498]
pantoea eucrina,"[2813, 5918, 6281]"
pantoea septica,"[2813, 4755]"
pantoea stewartii,"[141, 183, 439, 446, 622, 5405, 6281]"
pantoea vagans,"[3757, 3935, 6281]"
papaya leaf curl china virus,"[192, 1123, 2052, 3935, 5434, 5485]"
